filename, Rockfish, Starfish, Tilefish
dddd1--11----Copy_jpg.rf.5b1fb3c68eb251305a71863361b66efb.jpg, 1, 1, 0
t23_jpg.rf.5a28826b20d71118072e210bd0298cc0.jpg, 0, 0, 1
Set2_DSCN3273-JPG_0_jpg.rf.580e276a95a83c33d6a4e5dd5aba24b4.jpg, 1, 1, 0
New-Bitmap-Image--5----Copy_bmp.rf.585b29c22a934b74cbc74696f36407b8.jpg, 0, 1, 0
DSCN4465_1_JPG.rf.569376cb101a12b29bf63fa229a128ea.jpg, 1, 0, 0
dddd1--1----Copy_jpg.rf.588f92cd8bf24410ecfe94d611b91b42.jpg, 1, 1, 0
45a--6----Copy_bmp.rf.5d16646c1094971e9eaf79e1b62459bc.jpg, 0, 0, 1
51--4-_bmp.rf.5db665939faec592f5cdd14a672631bf.jpg, 0, 0, 1
Set2_DSCN3541-JPG_0_jpg.rf.5cb74b1d2ba0f64a30a6a8f619201b6f.jpg, 1, 1, 0
starfish--14-_jpg.rf.5a8a79b49d88ebf4650a17bee5d57c39.jpg, 0, 1, 0
DSCN4700_jpg.rf.5dd711c0543fb83d66ce0190846c2185.jpg, 1, 0, 0
DSCN4277_1---Copy_JPG.rf.5dde2a92cf9928772a986b9619e5695b.jpg, 1, 0, 0
DSCN4879_jpg.rf.5dbe9d9a8d68bfc4a28917da785f2d22.jpg, 1, 1, 0
DSCN4680---Copy_jpg.rf.5e840ad5eb86d4e4b5aadecc4ce73de0.jpg, 0, 1, 0
DSCN1060_C---Copy---Copy_jpg.rf.5eb850153fba20137d6a6addfcce63c9.jpg, 1, 0, 0
Set2_DSCN3867-JPG_0_jpg.rf.5edbc97663318770b2e16729e6d0edc6.jpg, 1, 0, 0
Set2_DSCN1572-JPG_0_jpg.rf.5eff4069f7d83d2892de836be28f9125.jpg, 1, 1, 0
sas--5----Copy_bmp.rf.5f38e8562a0df83e4a5ac8fff789e833.jpg, 0, 0, 1
Set2_DSCN1424-JPG_0_jpg.rf.5f5aa6c327c49a37f89edf756d66b17a.jpg, 1, 1, 0
DSCN1961_C---Copy---Copy_jpg.rf.5f8f4509dbb38e4d445098053e5ce2b7.jpg, 1, 0, 0
DSCN4390_1---Copy_JPG.rf.600e735e364611d89fe05f33711a531e.jpg, 1, 0, 0
DSCN4867_jpg.rf.601a9e09177d4a6988ca2f028ce10418.jpg, 1, 1, 0
Set2_DSCN3264-JPG_0_jpg.rf.607dd58c94f4cb2d0cf863c2e09917e2.jpg, 1, 0, 0
starfish--45-_bmp.rf.6112a0eb0fe2e064b7ae06cc77b36334.jpg, 0, 1, 0
Set2_DSCN2251-JPG_0_jpg.rf.61599b41536ba12c9461c69abe79ae9c.jpg, 1, 1, 0
ca2_bmp.rf.637e949969221847e7d367da36010ba1.jpg, 0, 0, 1
DSCN4895_jpg.rf.61fdc353a7b976687356d79fc4eaed2f.jpg, 1, 0, 0
48--10----Copy_bmp.rf.6410cb3a455cd57d8be8aed3f4b1a8f1.jpg, 0, 0, 1
48--7----Copy_bmp.rf.6449969be6e1e7d42835b07bed2573ec.jpg, 0, 0, 1
starfish--28-_bmp.rf.648a4db70d69510a505ea7341acec5ba.jpg, 0, 1, 0
starfish--18-_jpg.rf.64bc8d643bb2a255e9a9243e0f7fda8e.jpg, 0, 1, 0
New-Bitmap-Image---Copy_bmp.rf.65368d313e591a78c0a11dc501be85f2.jpg, 0, 0, 1
Set2_DSCN2227-JPG_0_jpg.rf.654f4768a956e96b95eb1d006f246f5c.jpg, 1, 0, 0
9---Copy_JPG.rf.65840e4248cd4161b069c9101c6809d6.jpg, 0, 0, 1
48--2-_bmp.rf.65bc12fe22fe6252ec9130475d239d8f.jpg, 0, 0, 1
ddd_jpg.rf.65984922cb7c7e23d201ea5da0617e77.jpg, 0, 1, 0
45a--9-_bmp.rf.67092fb687aa35aea2aa0ffe03277ec3.jpg, 0, 0, 1
DSCN2610_C---Copy---Copy_jpg.rf.662fd5c05494f04681595f6fd777b6cf.jpg, 1, 0, 0
Set2_DSCN1659-JPG_0_jpg.rf.6746d9724e3fa73af69a4000844c0fd4.jpg, 1, 1, 0
49--7----Copy_bmp.rf.678ec590106d37cae063986e4261f88d.jpg, 0, 0, 1
3_png.rf.68298a92f4977bb304e77b26d72c5b69.jpg, 0, 1, 0
Set2_DSCN1565-JPG_0_jpg.rf.6836243bd3640405ab7c7f6f41140f00.jpg, 1, 1, 0
45a--5-_bmp.rf.683d0644434f905201b453786a475f10.jpg, 0, 0, 1
xx1_bmp.rf.68972a4a5ae545e731c491d6b6559ae1.jpg, 0, 1, 0
New-Bitmap-Image--5-_bmp.rf.6aab809f5133185b247464fd0f1814e9.jpg, 0, 1, 0
DSCN4447_1---Copy_JPG.rf.68a6665b41f12e7fb63025bf32171eb1.jpg, 1, 0, 0
Set2_DSCN2364-JPG_0_jpg.rf.6abc6e216a7812cc2ff9a7f9d73fb113.jpg, 1, 1, 0
x3_bmp.rf.6ac5934590361d9e8bd0cc1831437327.jpg, 0, 1, 0
New-Bitmap-Image--22----Copy_bmp.rf.6b582240e988f5e729811e35a0923ba4.jpg, 0, 1, 0
New-Bitmap-Image--2-_bmp.rf.6b1b73814db3ee30eefdc7c1de3b3ea7.jpg, 0, 1, 0
New-Bitmap-Image--17----Copy_bmp.rf.6b5b2ab491a7b7c2b60f2d600606376f.jpg, 0, 1, 0
sas--2----Copy_bmp.rf.6b5ef619d9529d42749e9987ceb405d9.jpg, 0, 0, 1
xxxx---Copy_bmp.rf.6bdbc18fae12b96d7cfca5cf95d421f7.jpg, 0, 1, 0
starfish--35-_bmp.rf.6c04ea2cd04a728457736cbf1caba687.jpg, 0, 1, 0
51--2----Copy_bmp.rf.6c8b9c28eca0cb5a3b65664fc227204b.jpg, 0, 0, 1
starfish--14-_bmp.rf.6cff6fc6f94abdd1420942a7ecc02790.jpg, 0, 1, 0
dddd1--3----Copy_jpg.rf.6d440de5c02b6861c16d74ad5e4137ce.jpg, 1, 1, 0
DSCN4091_1---Copy---Copy_JPG.rf.6d7a3c14d96705cb3e86aeddb16f7ddc.jpg, 1, 0, 0
dddd1--5----Copy_jpg.rf.6d4c51e2cf74a4e246fd0e3ed2be96be.jpg, 1, 1, 0
DSCN4940_jpg.rf.6d8177b9de391d12066cc23037c0b20f.jpg, 0, 0, 1
45a--8----Copy_bmp.rf.6d89efa99b5b7a116d2adb0848509a7a.jpg, 0, 0, 1
DSCN4885_jpg.rf.6df8fa76b678c30f6e3a9b3b0a43f314.jpg, 1, 0, 0
DSCN7530_C_jpg.rf.6e35ada85572c1df39f402321ef1942f.jpg, 1, 0, 0
Set2_DSCN1639-JPG_0_jpg.rf.6e007d4f7abb2cef121cdff98536c8aa.jpg, 1, 1, 0
3--7----Copy_jpg.rf.6e81054c69861a7394d3c94e7b64ee86.jpg, 0, 0, 1
DSCN4716_jpg.rf.6f91b69cedd3f9d2bccca79654909111.jpg, 1, 0, 1
49--5----Copy---Copy_bmp.rf.70177385441ffc219bdf80dca8b598f6.jpg, 0, 0, 1
3---Copy_png.rf.7067237094e1df7254b3f359816fb077.jpg, 0, 1, 0
x---Copy_bmp.rf.70d06d0948cee075e6e97e68059da45e.jpg, 0, 0, 1
starfish--3-_JPG.rf.70fd92cc7485679cb56f239bf6e49231.jpg, 0, 1, 0
DSCN4799_jpg.rf.7159d5ea4d3e000b0130a4771ec1ddde.jpg, 0, 1, 0
DSCN4234_1---Copy---Copy_JPG.rf.6f94b23079d51e709a1174657a97b00b.jpg, 1, 0, 0
Set2_DSCN2255-JPG_0_jpg.rf.7173447aaf8962cc6f7603a08c5a6719.jpg, 1, 0, 0
New-Bitmap-Image--18----Copy_bmp.rf.71a9108c36ae10f34b0cdbbf137bfea3.jpg, 0, 1, 0
New-Bitmap-Image--17----Copy---Copy_bmp.rf.7285dfe3a2b263c6e952b2cd03e60472.jpg, 0, 1, 0
DSCN4822---Copy_jpg.rf.72b00bb8b4fddd21bfccf6adcf6556c2.jpg, 0, 1, 0
Set2_DSCN3262-JPG_0_jpg.rf.735383789f09bb9b7274905bc93a535e.jpg, 1, 1, 0
starfish--4-_bmp.rf.72d73750080976b3cb03272ea0b0170d.jpg, 0, 1, 0
5---Copy_jpg.rf.73753810ebca7730e9cdd30c95358a4f.jpg, 0, 0, 1
newdg--1-_jpeg.rf.738e5fc8213b0365306dc65c813483d2.jpg, 0, 1, 0
starfish--4-_JPG.rf.741099a9c7a32c6d2ba330491661db76.jpg, 0, 1, 0
48--12----Copy---Copy_bmp.rf.74b979b53186073ffe1f74f7ef2c5407.jpg, 0, 0, 1
48--10----Copy_bmp.rf.7578546aedfde75ad878a4c8cfd58868.jpg, 0, 0, 1
Set2_DSCN3285-JPG_0_jpg.rf.75daf5fbdb80289633fc939da2a9e25a.jpg, 1, 1, 0
Set2_DSCN2661-JPG_0_jpg.rf.76102a55616aeaa3b8f4bf8db1149b08.jpg, 1, 0, 0
DSCN1073_C-Copy---Copy---Copy_jpg.rf.761f0d3d715de69b13a6458ee7be76ab.jpg, 1, 0, 0
48--4----Copy_bmp.rf.76412fd9302ffae03875a80f0172ae09.jpg, 0, 0, 1
51--6----Copy_bmp.rf.765cb6f5c72b91879ef764b6927c1062.jpg, 0, 0, 1
sas--7----Copy_bmp.rf.7663ab9ed717c9565c8503776d9c4a6f.jpg, 0, 0, 1
sas--6----Copy_bmp.rf.76e608a85bed63efe76696d70c099eb7.jpg, 0, 0, 1
starfish--21-_jpg.rf.767cdd09e4158ef8e1fbe9b3987382bc.jpg, 0, 1, 0
DSCN6351_C_JPG.rf.7709ad1f1254c465d7b2cf470d5517fd.jpg, 1, 0, 0
vvvv--8-_jpg.rf.7716a03e6c325eea595081f107276694.jpg, 0, 0, 1
48--1-_bmp.rf.77413cc6f4dbe699fa6c2c008d8952e1.jpg, 0, 0, 1
DSCN4445_1---Copy_JPG.rf.7786bedf1757d91255f7ba3ec8bf2f4c.jpg, 1, 0, 0
dddd_bmp.rf.779e91307013843805bb1668e25d819b.jpg, 0, 1, 0
sas--3-_bmp.rf.7835351928912be2c12b5679df473516.jpg, 0, 0, 1
Set2_DSCN2180-JPG_0_jpg.rf.78449bc736d7ca83349aeaeabff4a63c.jpg, 1, 0, 0
dddd1--6-_jpg.rf.7881e88e9503b63e05a3ef2af9178ba7.jpg, 1, 1, 0
1--8----Copy_jpg.rf.789415776b255e7ba29f055af2f9061a.jpg, 0, 0, 1
Set2_DSCN0968-TIF_0_jpg.rf.7931831555c40ecc7a498bbb49d24378.jpg, 1, 1, 0
starfish--1-_jpg.rf.79443f3f230b62dce1879972becf3949.jpg, 0, 1, 0
DSCN4464_1_JPG.rf.79b8142d6a756af4b32a6a3b9faf755f.jpg, 1, 0, 0
New-Bitmap-Image--25----Copy_bmp.rf.79d9ed333e54c3341726e718c4e6fe08.jpg, 0, 0, 1
47--6----Copy_bmp.rf.79e353619081300399bf8fac35b9f5e6.jpg, 0, 0, 1
vvvv--7-_jpg.rf.79f1c0d928f255f95aeff0c3d7635ca1.jpg, 0, 0, 1
DSCN9462_C_jpg.rf.7a5953babaece12ac44c87aaf5b821a7.jpg, 1, 0, 0
DSCN4126_1---Copy---Copy_JPG.rf.7a837ef516ea52ad0387699341f38f3f.jpg, 1, 0, 0
dddd1--13----Copy_jpg.rf.7b4f000c8d503989a582a27697b56f60.jpg, 1, 0, 0
Set2_DSCN2041-JPG_0_jpg.rf.7b526353c4bc33d8b4e2232c275f6ae6.jpg, 1, 0, 0
DSCN4949---Copy_jpg.rf.7b658d30d523e182ee6b3196a3397fc7.jpg, 0, 0, 1
starfish--26-_jpg.rf.7bc6873c3794d98a69db715944db42ca.jpg, 0, 1, 0
sas--1----Copy_bmp.rf.7c3a758c575583821b97039bd56a0e80.jpg, 0, 0, 1
sas--1-_bmp.rf.7c79b25ba6cd4b9d0ebc1a8a9ee3861b.jpg, 0, 0, 1
7t_jpg.rf.7d2bbca0a886decad15458ec247299e0.jpg, 0, 0, 1
vvvv--4-_bmp.rf.7d46f7b42fe8e759fabf139396fd16a9.jpg, 0, 0, 1
sas--2----Copy_bmp.rf.7db9c63c91b5302fa424fdeabdcdd791.jpg, 0, 0, 1
51--11----Copy_bmp.rf.7dcb1eaf0c10833211cfce3598980d2e.jpg, 0, 0, 1
DSCN1492_C---Copy---Copy_jpg.rf.7dcdfd8a71a052b7abafca7ecc184007.jpg, 1, 0, 0
ca2---Copy_bmp.rf.7e3cbf5b67fd0dba6e90074c5664f6d1.jpg, 0, 0, 1
starfish--43-_bmp.rf.7e419c35b2246e4e2d9f157228776b43.jpg, 0, 1, 0
DSCN4431_1---Copy_JPG.rf.7ea6b991fa9ee0e69ca56ff24e9dbf90.jpg, 1, 0, 0
7t---Copy--2-_jpg.rf.7ede177caa7f58c747c20c9a2bb1db3e.jpg, 0, 0, 1
51--10-_bmp.rf.7ee6fe64f4bc4ec2a8394d1301927461.jpg, 0, 0, 1
vguuu1--1-_jpg.rf.7f4da1db13c68ab77bd1aaf9a3f6a603.jpg, 1, 0, 0
45a--4-_bmp.rf.80544006b9021ecee0bd47ff319e8dbc.jpg, 0, 0, 1
Set2_DSCN3623-JPG_0---Copy_jpg.rf.814909d96215144974e87f3a574d82fe.jpg, 1, 1, 0
starfish--25-_bmp.rf.81f13e7771d5adc628fc27545bf5cf89.jpg, 0, 1, 0
sas--8----Copy_bmp.rf.840635d543e0dcd624a8be9e00e8d015.jpg, 0, 0, 1
x2---Copy_bmp.rf.81f50695befb98d86f52c35289fe0943.jpg, 0, 1, 0
dddd1--8-_jpg.rf.84d126f4ea2251d54220ddaa272f5b8b.jpg, 1, 1, 0
Set2_DSCN1441-JPG_0_jpg.rf.8578578012e00163a4c6e9fdd9d0b7e6.jpg, 1, 1, 0
Set2_DSCN2364-JPG_0---Copy_jpg.rf.859a2147e268c8bf16e26e7e2964a5bd.jpg, 1, 1, 0
starfish--33-_bmp.rf.863a506bd68775477d7260ec77f0954e.jpg, 0, 1, 0
Set2_DSCN0967-TIF_0_jpg.rf.85e1347bdf5b06db0e065f5e9c5cb07a.jpg, 1, 1, 0
ca3---Copy_bmp.rf.8687ecbee60fd63b405025413e72b717.jpg, 0, 0, 1
49--3----Copy_bmp.rf.86a2c3b4f18a59a58f2c012cea6ac443.jpg, 0, 0, 1
xx1---Copy_bmp.rf.8701da13e31dacfdc7c8f19f02cc3316.jpg, 0, 1, 0
newdg--3-_jpeg.rf.8748273498c33d359f582dc2e1852d42.jpg, 0, 1, 0
Set2_DSCN1928-JPG_0_jpg.rf.874897b0a7cf7f1b3335929b70a29b48.jpg, 1, 0, 0
ffff3_bmp.rf.87b61e403ba0b2948486e2c3f9d24c2a.jpg, 0, 0, 1
New-Bitmap-Image--6----Copy_bmp.rf.880a113d7a10c044dc3df977fb8844d2.jpg, 0, 1, 0
New-Bitmap-Image--14----Copy_bmp.rf.882b1a2419a08ec9acc523a35ac8b3ea.jpg, 0, 1, 0
Set2_DSCN2035-JPG_0_jpg.rf.88b20ef5deee1d30fc652e157e1102b3.jpg, 1, 0, 0
sas--7----Copy_bmp.rf.88ee315eca2f5329bb019f4321a34ca1.jpg, 0, 0, 1
Set2_DSCN0938-TIF_0_jpg.rf.88c60c7800e61dd7f6ca97ac04578e84.jpg, 1, 0, 0
sas--9----Copy_bmp.rf.88f614a75344f4cae6da69b2d63969b3.jpg, 0, 0, 1
47--11-_bmp.rf.893e9edb5bd522f69bad04ee197cadca.jpg, 0, 0, 1
t1---Copy_JPG.rf.895b02742a6895be51f951503afa3113.jpg, 0, 0, 1
New-Bitmap-Image--20----Copy_bmp.rf.89b6efe813bb904289238697a4a61065.jpg, 0, 1, 0
DSCN4948---Copy_jpg.rf.8a5f27b4ecb7021bc0c0308b5da90f95.jpg, 0, 0, 1
51--3-_bmp.rf.8a7ba5c28fbac88b814c065ed270ff74.jpg, 0, 0, 1
sas--1----Copy---Copy_bmp.rf.8b9623f6a72f3ad8adb97651554f5015.jpg, 0, 0, 1
sas--10----Copy_bmp.rf.8bd218f49ba7e5a691fa62ee94873942.jpg, 0, 0, 1
45a--3----Copy_bmp.rf.8c74b031dcdfb196fe6a9e0a402494e7.jpg, 0, 0, 1
Set2_DSCN3122-JPG_0---Copy_jpg.rf.8c7c39b4e4a3db76ad3f3aeb8177de8e.jpg, 1, 1, 0
New-Bitmap-Image--10----Copy_bmp.rf.8ce402843e83dcd29953b07f440a81d0.jpg, 1, 1, 0
vvrrr--4----Copy_jpeg.rf.8d8f0eb587881593bdc9917055006f25.jpg, 0, 0, 1
DSCN4946---Copy---Copy_jpg.rf.8db76577be6dcc1c2d383e0fc6799080.jpg, 0, 0, 1
vguuu1--2-_jpg.rf.8e6644bce9accb7078936d89b14191c2.jpg, 0, 1, 0
starfish--44-_bmp.rf.8eaa58b7793478ea693495ff2187ab60.jpg, 0, 1, 0
dddd1--4-_jpg.rf.8ee68b90b34ebe4fa1593cf4b2f59f16.jpg, 1, 1, 0
New-Bitmap-Image--3-_bmp.rf.8f6ec05fb39bcb16a830c0570a1f0cae.jpg, 0, 1, 0
starfish--9-_jpg.rf.8f6f373348b1aebd59c8e5fddda3b65a.jpg, 0, 1, 0
Set2_DSCN3185-JPG_0---Copy_jpg.rf.8fcddc1629446e9ec31fe3c0c5661d3d.jpg, 1, 1, 0
Set2_DSCN3913-JPG_0_jpg.rf.8feb7c182f59d0c45143e3eeaefca2c7.jpg, 1, 1, 0
DSCN4660_jpg.rf.902bda715ff20bad8506015567534201.jpg, 1, 0, 0
Set2_DSCN3623-JPG_0_jpg.rf.9114709246ad738a1f742cb763982638.jpg, 1, 1, 0
Set2_DSCN2258-JPG_0_jpg.rf.91bf6d2296f7f812e9b07e91afdba33a.jpg, 1, 0, 0
sas--4----Copy_bmp.rf.91f6d72e678ed3ba9324b3402eb7f8d7.jpg, 0, 0, 1
DSCN4949_jpg.rf.92468b1d3befd24f7e1017d2f4d9ee60.jpg, 0, 0, 1
xxxc_bmp.rf.929553039be76679b106b37885dc2156.jpg, 0, 1, 0
vvvv--2-_jpeg.rf.92d6eb8ca3fad189fbfd653be388b53a.jpg, 0, 0, 1
47--1-_bmp.rf.9341a700b993431c0a0b14122a3b945a.jpg, 0, 0, 1
DSCN9230_C_jpg.rf.933668346129cf4f27167c4534c763aa.jpg, 1, 0, 0
Set2_DSCN1639-JPG_0---Copy_jpg.rf.92ddff4b4abd25548dd31fb0a4447390.jpg, 1, 1, 0
6--2----Copy_jpeg.rf.938e015bf35286d6865e2fcbd805b95b.jpg, 0, 0, 1
DSCN4972_jpg.rf.93ab9fc1d6b73413744980f78207cf68.jpg, 1, 0, 0
Set2_DSCN2756-JPG_0_jpg.rf.93decaf5f8c66129ad47369c7beeca19.jpg, 1, 0, 0
Set2_DSCN4012-JPG_0_jpg.rf.93edfa2854fcd1cdb5294542f6cc1867.jpg, 1, 0, 0
DSCN5445_C_jpg.rf.94788598d2cb775f6dc44964dbcfa095.jpg, 1, 0, 0
45a--8-_bmp.rf.960ddfb380198114209666f72427f286.jpg, 0, 0, 1
starfish--25-_jpg.rf.95214a140acd049fa5df6ae0d452ec8b.jpg, 0, 1, 0
New-Bitmap-Image--19----Copy---Copy_bmp.rf.968cd0fcad43c7bfed44987ec69460ba.jpg, 0, 1, 0
dddd1--12-_jpg.rf.96a07b59008b3ad798a318bad9a49576.jpg, 1, 0, 0
47--5-_bmp.rf.96ac9fc2c2ea6ca813f3665e96e28c83.jpg, 0, 0, 1
DSCN2382_C---Copy---Copy_jpg.rf.97ca425d93c321d4cde7aff04d2937f4.jpg, 1, 0, 0
starfish--17-_jpg.rf.96f035794ca39ae4c40285e7c4297ca3.jpg, 0, 1, 0
Set2_DSCN2647-JPG_0_jpg.rf.976023109a4af695ab9177af0fcc1a1d.jpg, 1, 0, 0
New-Bitmap-Image--12----Copy_bmp.rf.9911f25a6fcdde0afc87efc209d14387.jpg, 0, 1, 0
Set2_DSCN3385-JPG_0_jpg.rf.99034a07ced198bc6596149ff6c8b90a.jpg, 1, 0, 0
vvrrr--2-_jpg.rf.9922f98283c399b3c6b0581da4970944.jpg, 0, 0, 1
dddd1--9-_jpg.rf.9955bcf690f190bf535b44aff8a184f2.jpg, 1, 1, 0
48--12-_bmp.rf.99d3175d2b995b7b3744cb59d1f744e4.jpg, 0, 0, 1
Set2_DSCN3938-JPG_0_jpg.rf.9b03b0f3ed98d7ee36ee4c7898b4f931.jpg, 1, 1, 0
dddd---Copy_bmp.rf.9b09b9c6bb63aa789fde635da2d3e060.jpg, 0, 1, 0
starfish--3-_bmp.rf.9b517bb74cf8e7648fd030a8c77e4f7d.jpg, 0, 1, 0
46---Copy--5----Copy_bmp.rf.9b53fa840f0ac8698082170483324847.jpg, 0, 0, 1
DSCN4932_jpg.rf.9c3997e561015021dee1edb4ca6279e3.jpg, 1, 0, 0
t6---Copy_jpg.rf.9cfa3afc0603775e77096153f11fe775.jpg, 0, 0, 1
Set2_DSCN1347-JPG_0_jpg.rf.9c90d929c21a65adcb0d39e29b24b786.jpg, 0, 1, 0
51--9-_bmp.rf.9d0be28c9a945c4024626069d4112f3b.jpg, 0, 0, 1
New-Bitmap-Image--6-_bmp.rf.9d8046f3828b594aeabf1dd815efefd0.jpg, 0, 1, 0
51--10----Copy_bmp.rf.9da5b1034d578d5eab94002718b20d51.jpg, 0, 0, 1
starfish--11-_bmp.rf.9de956c1fd66c4574f2984db12b64d9e.jpg, 0, 1, 0
47--7----Copy_bmp.rf.9e47746caaf0e6939905667cd2862926.jpg, 0, 0, 1
DSCN4677_jpg.rf.9e494c31091584612c4f438782920b09.jpg, 1, 0, 0
t5---Copy_jpg.rf.9e947df0df985c80aedbbd3adcb02c41.jpg, 0, 0, 1
49--5-_bmp.rf.a04fc8311f929fa285c1a3e5109cbe72.jpg, 0, 0, 1
vvvv--16-_bmp.rf.a051d5940f79da1e2b2f32a333f3d3b6.jpg, 0, 0, 1
51--7----Copy_bmp.rf.a091cc5fece308c285d75d2b29898e7e.jpg, 0, 0, 1
Set2_DSCN3428-JPG_0---Copy_jpg.rf.9fe847311ca42ddec6bfd36934adadf6.jpg, 1, 1, 0
DSCN8890_C_jpg.rf.a0d73b4cc2bf800d3d8eaa87f61a03f5.jpg, 1, 0, 0
Set2_DSCN1900-JPG_0_jpg.rf.a11bd5ee2d88438bdba71f0958e02adb.jpg, 1, 0, 0
DSCN4871_jpg.rf.a143f3d728a1f9f51b73fe9ff4d43f18.jpg, 1, 0, 0
48--2----Copy_bmp.rf.a207476d5c0bd537d4ee4183736ab995.jpg, 0, 0, 1
Set2_DSCN1322-JPG_0---Copy_jpg.rf.a2bd3381f4901e584e0f6255595225e0.jpg, 1, 1, 0
DSCN4125_C---Copy---Copy_jpg.rf.a40803f177f1b6fdc9d30da04a8f6011.jpg, 1, 0, 0
starfish--24-_jpg.rf.a4dbabf16945e4d91597c9f926c8e58d.jpg, 0, 1, 0
Set2_DSCN3185-JPG_0_jpg.rf.a49cb9da3736ddc3fc827aab10543ae7.jpg, 1, 1, 0
sas--8-_bmp.rf.a357ed5bed7a37606a7bb1fe26d5fa59.jpg, 0, 0, 1
New-Bitmap-Image--7----Copy_bmp.rf.a59c17995656e54635de8908d712127d.jpg, 0, 1, 0
DSCN3075_C---Copy---Copy_jpg.rf.a5a13bc7a5cdf19bace4467a303a391c.jpg, 1, 0, 0
New-Bitmap-Image--11----Copy---Copy_bmp.rf.a619163084ba7e77157561103378b06d.jpg, 1, 1, 0
DSCN4941---Copy_jpg.rf.a66648642ae93b695648d0f867a62ae6.jpg, 0, 0, 1
starfish--13-_bmp.rf.a6a72cd4a0775bac94ce6a1aa35153a7.jpg, 0, 1, 0
51--12-_bmp.rf.a732eeda094d4600448a8231dc10ef11.jpg, 0, 0, 1
Set2_DSCN2974-JPG_0---Copy_jpg.rf.a746fad2d9cf836e99dfbe4d313dfc3b.jpg, 1, 1, 0
vvvv--12-_jpg.rf.a7580941f91168adee6b89cd52f25fda.jpg, 0, 0, 1
46---Copy_bmp.rf.a7679947e42089976a5fb313397f953b.jpg, 0, 0, 1
51--4----Copy_bmp.rf.a7947758214b43b03862837007e03cfa.jpg, 0, 0, 1
starfish--20-_bmp.rf.a7c994d7c6e9f2e0725f5889caa84097.jpg, 0, 1, 0
48--11----Copy_bmp.rf.a803ad7c494febcfc0a91ba9dceef80c.jpg, 0, 0, 1
48--1----Copy_bmp.rf.a87c49f8cf0ba5d879e2c679c73c8cc3.jpg, 0, 0, 1
Set2_DSCN1278-JPG_0---Copy_jpg.rf.a85356812765f4ec867af91fd9426707.jpg, 1, 1, 0
DSCN2055_C---Copy---Copy_jpg.rf.a8a7d32484a062168aa40e349eb666a4.jpg, 1, 0, 0
vvrrr--1-_jpeg.rf.a8f6748cbd9a7f55ae2951d6044ed292.jpg, 0, 0, 1
dddd1--4----Copy_jpg.rf.a8795389675524e6940ecf5b9251d7b8.jpg, 1, 1, 0
t4_jpg.rf.a9e3d84aba10b2106a87e22105e0355b.jpg, 0, 0, 1
starfish--40-_bmp.rf.aa6708ae2ab021d74ddb0b5be66c948d.jpg, 0, 1, 0
